customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0669,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,67.74,2235.42,Yes
CUST0670,Male,0,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,105.81,6242.79,Yes
CUST0671,Female,1,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,66.84,2205.72,Yes
CUST0672,Female,1,No,No,32,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,87.5,2800,No
CUST0673,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,23.34,1377.06,No
CUST0674,Female,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,33.8,1385.8,Yes
CUST0675,Male,1,Yes,Yes,12,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,105.14,1261.68,Yes
CUST0676,Female,0,Yes,Yes,11,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer,51.31,564.41,No
CUST0677,Female,1,No,No,19,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,53.47,1015.93,Yes
CUST0678,Female,0,Yes,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,86.3,4660.2,No
CUST0679,Female,0,Yes,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,79.25,4517.25,Yes
CUST0680,Female,1,No,Yes,42,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card,28.22,1185.24,No
CUST0681,Male,0,Yes,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,96.58,6857.18,Yes
CUST0682,Male,0,Yes,No,31,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,81.72,2533.32,No
CUST0683,Female,0,No,No,52,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,105.53,5487.56,No
CUST0684,Male,1,No,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,73.55,147.1,Yes
CUST0685,Female,0,Yes,No,38,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,61.43,2334.34,No
CUST0686,Female,0,No,No,32,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,57.13,1828.16,Yes
CUST0687,Male,0,Yes,Yes,10,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,20.44,204.4,No
CUST0688,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,23.98,191.84,No
CUST0689,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,33.12,662.4,No
CUST0690,Female,0,No,Yes,20,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer,112.95,2259,Yes
CUST0691,Female,1,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,108.07,972.63,Yes
CUST0692,Male,1,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,69.72,5019.84,Yes
CUST0693,Female,0,No,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,38.02,570.3,No
CUST0694,Female,1,No,Yes,63,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,34.61,2180.43,Yes
CUST0695,Female,1,No,No,21,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer,45.61,957.81,No
CUST0696,Male,0,No,Yes,5,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,110.87,554.35,Yes
CUST0697,Female,1,No,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,72.15,2525.25,No
CUST0698,Female,1,No,Yes,68,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,100.4,6827.2,Yes
CUST0699,Male,1,Yes,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,70.68,3392.64,Yes
CUST0700,Female,1,Yes,Yes,62,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,80.94,5018.28,No
CUST0701,Female,1,No,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,81.01,2835.35,Yes
CUST0702,Male,1,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,23.13,1619.1,Yes
CUST0703,Female,1,Yes,No,21,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer,64.53,1355.13,Yes
CUST0704,Male,1,Yes,No,39,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,106.4,4149.6,No
CUST0705,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,68.91,2342.94,No
CUST0706,Female,0,Yes,Yes,15,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,63.53,952.95,Yes
CUST0707,Female,1,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,72.65,435.9,Yes
CUST0708,Female,1,No,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,58.08,3833.28,No
CUST0709,Female,0,No,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,71.54,4006.24,No
CUST0710,Male,1,No,Yes,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,33.53,1642.97,No
CUST0711,Female,1,Yes,Yes,1,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card,116.79,116.79,No
CUST0712,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Bank transfer,23.41,1521.65,No
CUST0713,Female,0,No,Yes,28,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,68.32,1912.96,No
CUST0714,Female,0,Yes,Yes,20,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer,41,820,Yes
CUST0715,Female,1,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.84,1240.32,No
CUST0716,Male,1,Yes,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,85.17,6132.24,No
CUST0717,Female,0,Yes,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,118.52,7703.8,Yes
CUST0718,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,94.96,4842.96,Yes
CUST0719,Female,1,Yes,Yes,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,45.4,1952.2,No
CUST0720,Female,0,Yes,Yes,49,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,69.34,3397.66,Yes
CUST0721,Male,1,Yes,Yes,25,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,24.98,624.5,No
CUST0722,Female,1,No,Yes,41,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,73.17,2999.97,Yes
CUST0723,Male,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,29.95,2126.45,Yes
CUST0724,Male,0,No,No,64,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,99.46,6365.44,Yes
CUST0725,Male,1,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer,25.67,1565.87,Yes
CUST0726,Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,20.94,251.28,No
CUST0727,Male,0,Yes,No,69,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,106.16,7325.04,Yes
CUST0728,Male,0,No,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,114.25,1599.5,Yes
CUST0729,Female,0,Yes,Yes,34,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,28.66,974.44,Yes
CUST0730,Male,1,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,47.89,2298.72,No
CUST0731,Male,1,Yes,No,61,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Credit card,94.17,5744.37,Yes
CUST0732,Male,1,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,73.97,2588.95,No
CUST0733,Female,1,Yes,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,114.92,7469.8,No
CUST0734,Female,0,No,Yes,59,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,58.92,3476.28,Yes
CUST0735,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,20.33,731.88,Yes
CUST0736,Female,1,No,Yes,19,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,21.97,417.43,No
CUST0737,Male,1,No,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,76.49,3212.58,No
CUST0738,Male,0,No,Yes,69,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.21,6569.49,Yes
CUST0739,Female,1,Yes,No,19,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,99.06,1882.14,No
CUST0740,Male,1,Yes,Yes,39,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,111.15,4334.85,Yes
CUST0741,Female,0,Yes,No,69,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer,42.91,2960.79,Yes
CUST0742,Female,1,Yes,No,52,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card,93.84,4879.68,Yes
CUST0743,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,102.71,1232.52,No
CUST0744,Male,0,No,No,47,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card,103.63,4870.61,Yes
CUST0745,Female,1,Yes,No,36,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,61.15,2201.4,Yes
CUST0746,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,82.6,5203.8,Yes
CUST0747,Male,1,No,Yes,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,75.16,3833.16,Yes
CUST0748,Male,0,Yes,No,43,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,79.75,3429.25,Yes
CUST0749,Female,1,No,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,48.2,1638.8,Yes
CUST0750,Female,1,Yes,Yes,49,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,88.32,4327.68,Yes
CUST0751,Male,1,Yes,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,91,1638,Yes
CUST0752,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,39.59,2414.99,No
CUST0753,Female,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,64.36,3668.52,No
CUST0754,Female,1,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,62.21,311.05,No
CUST0755,Female,0,Yes,No,24,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,94.9,2277.6,Yes
CUST0756,Female,1,Yes,Yes,64,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,86.65,5545.6,No
CUST0757,Male,1,No,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,67.62,3989.58,Yes
CUST0758,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card,85.25,3239.5,No
CUST0759,Male,1,No,No,33,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,46.29,1527.57,No
CUST0760,Female,0,No,Yes,10,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,43.23,432.3,Yes
CUST0761,Female,1,Yes,Yes,37,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,43.99,1627.63,No
CUST0762,Male,0,No,Yes,11,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,22.95,252.45,No
CUST0763,Female,1,No,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,89.11,2138.64,Yes
CUST0764,Male,1,Yes,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,118.58,8419.18,No
CUST0765,Male,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.9,1068.9,No
CUST0766,Male,1,Yes,No,20,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,112.98,2259.6,Yes
CUST0767,Female,1,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,80.65,806.5,No
CUST0768,Female,0,Yes,Yes,47,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,42.49,1997.03,Yes
CUST0769,Male,1,No,Yes,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,21.19,995.93,No
CUST0770,Male,0,No,Yes,15,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card,92.37,1385.55,No
CUST0771,Male,1,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer,89.66,3945.04,No
CUST0772,Male,0,No,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,42.93,2661.66,Yes
CUST0773,Female,1,No,Yes,6,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,53.27,319.62,Yes
CUST0774,Female,1,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,109.8,7246.8,No
CUST0775,Male,1,Yes,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.72,142.88,No
CUST0776,Male,0,No,Yes,23,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card,103.54,2381.42,Yes
CUST0777,Female,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,36.92,479.96,No
CUST0778,Female,0,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,68.17,2113.27,Yes
CUST0779,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,69.9,1118.4,Yes
CUST0780,Male,1,No,Yes,41,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,67.21,2755.61,Yes
CUST0781,Male,1,No,No,1,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card,48.79,48.79,No
CUST0782,Female,0,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,45.34,544.08,Yes
CUST0783,Female,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card,93.32,5225.92,Yes
CUST0784,Female,0,No,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.57,2378.5,No
CUST0785,Male,1,Yes,No,20,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card,80.99,1619.8,Yes
CUST0786,Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,104.66,6907.56,No
CUST0787,Female,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,103.7,3733.2,No
CUST0788,Female,1,No,No,38,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card,36.72,1395.36,No
CUST0789,Male,1,No,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,85.47,1880.34,No
CUST0790,Female,0,Yes,No,61,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.23,4894.03,No
CUST0791,Female,1,No,No,50,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer,48.2,2410,No
CUST0792,Male,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,59.15,3489.85,Yes
CUST0793,Female,1,No,Yes,20,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,48.51,970.2,No
CUST0794,Male,0,No,Yes,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer,73.71,2653.56,No
CUST0795,Male,0,Yes,No,15,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card,100.36,1505.4,No
CUST0796,Male,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,107.75,6680.5,Yes
CUST0797,Male,0,No,No,3,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,92.28,276.84,Yes
CUST0798,Male,1,No,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,68.35,341.75,No
CUST0799,Male,1,Yes,No,56,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,115.81,6485.36,No
CUST0800,Male,1,No,No,31,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,76.39,2368.09,Yes
CUST0801,Female,1,Yes,No,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,67.85,2374.75,No
CUST0802,Male,0,Yes,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,105.68,7503.28,No
CUST0803,Male,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,38.46,2692.2,Yes
CUST0804,Female,1,Yes,Yes,26,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer,35.79,930.54,Yes
CUST0805,Female,1,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,98.25,98.25,Yes
CUST0806,Female,1,Yes,No,7,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,107.06,749.42,Yes
CUST0807,Male,1,No,No,36,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,27.28,982.08,Yes
CUST0808,Female,1,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,96.41,2410.25,No
CUST0809,Male,0,No,Yes,59,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,62.45,3684.55,No
CUST0810,Male,0,No,Yes,61,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,90.37,5512.57,Yes
CUST0811,Male,0,No,Yes,29,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card,33.5,971.5,Yes
CUST0812,Male,1,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,117.3,2111.4,No
CUST0813,Female,1,Yes,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,108.13,4433.33,No
CUST0814,Female,1,No,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,60.6,1151.4,Yes
CUST0815,Male,1,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,109.34,437.36,No
CUST0816,Male,0,Yes,No,65,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Credit card,109.49,7116.85,No
CUST0817,Male,0,No,Yes,41,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,66.13,2711.33,No
CUST0818,Female,1,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,114.69,1720.35,No
CUST0819,Male,0,Yes,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,117.69,6355.26,Yes
CUST0820,Male,0,No,No,64,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,41.72,2670.08,No
CUST0821,Female,1,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,26.67,1920.24,No
CUST0822,Female,1,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,53.11,796.65,No
CUST0823,Male,1,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,68.88,3444,Yes
CUST0824,Female,1,Yes,No,22,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer,29.27,643.94,No
CUST0825,Female,1,Yes,Yes,18,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,34.07,613.26,Yes
CUST0826,Male,1,Yes,No,2,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer,117.17,234.34,Yes
CUST0827,Female,0,No,Yes,36,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,93.73,3374.28,No
CUST0828,Male,0,No,No,20,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,107.49,2149.8,Yes
CUST0829,Female,1,No,No,16,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,117.12,1873.92,Yes
CUST0830,Male,0,Yes,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,57.81,3873.27,Yes
CUST0831,Male,1,Yes,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card,88.79,2663.7,Yes
CUST0832,Male,1,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,38.4,2112,No
CUST0833,Female,1,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,75.17,4961.22,No
CUST0834,Male,1,Yes,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,40.99,1065.74,Yes
CUST0835,Female,0,No,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,36.04,2054.28,No
CUST0836,Male,1,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.84,2058.96,Yes
CUST0837,Male,0,No,Yes,2,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,77.97,155.94,Yes
CUST0838,Female,1,No,Yes,56,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,114.99,6439.44,No
CUST0839,Male,1,No,No,62,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,32.22,1997.64,Yes
CUST0840,Male,1,Yes,No,34,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,70.23,2387.82,No
CUST0841,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,88.71,4967.76,No
CUST0842,Male,1,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,69.59,3827.45,Yes
CUST0843,Male,1,Yes,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,111.18,2223.6,No
CUST0844,Male,1,Yes,Yes,50,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,36.63,1831.5,No
CUST0845,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,22.42,560.5,No
CUST0846,Female,0,Yes,No,25,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,58.31,1457.75,No
